항목ID,항목명,데이터타입,설문 문항
J_05_06_013#11,최근 1달간 기능성음료 브랜드를 접촉한 채널,복수,"기능성음료(스포츠/숙취해소제/드링크류) 브랜드 선택 시, 최근 1개월 동안 기능성음료 (스포츠/숙취해소제/드링크류) 브랜드를 접할 수 있었던 채널을 모두 골라 주십시오."
J_05_06_013#12,최근 1달간 기능성음료 브랜드를 접촉한 채널,복수,"기능성음료(스포츠/숙취해소제/드링크류) 브랜드 선택 시, 최근 1개월 동안 기능성음료 (스포츠/숙취해소제/드링크류) 브랜드를 접할 수 있었던 채널을 모두 골라 주십시오."
J_05_06_013#13,최근 1달간 기능성음료 브랜드를 접촉한 채널,복수,"기능성음료(스포츠/숙취해소제/드링크류) 브랜드 선택 시, 최근 1개월 동안 기능성음료 (스포츠/숙취해소제/드링크류) 브랜드를 접할 수 있었던 채널을 모두 골라 주십시오."
J_05_18_001,최근 3개월 이내 생수 음용 여부,단수,최근 3개월 이내에 시중에서 파는 생수를 마셔보셨습니까?
J_05_18_005,최근 3개월 이내 생수 구매 여부,단수,최근 3개월 이내에 생수를 구매하셨습니까?
J_05_18_006,생수 구매 빈도,단수,생수를 얼마나 자주 구매 하시나요?
J_05_18_009,생수 선택시 고려 사항 1순위,단수,"생수 브랜드 선택 시, 가장 크게 고려하는 요소는 무엇입니까? 순서대로 2가지만 말씀해 주십시오."
J_05_18_010,생수 선택시 고려 사항 2순위,단수,"생수 브랜드 선택 시, 가장 크게 고려하는 요소는 무엇입니까? 순서대로 2가지만 말씀해 주십시오."
J_05_18_011,생수 선택시 광고의 영향력,단수,"생수 선택 시, 광고의 영향력은 어느 정도입니까?"
J_05_18_012#1,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#2,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#3,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#4,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#5,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#6,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#7,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#8,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#9,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#10,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#11,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#12,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_012#13,생수 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"생수 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_05_18_014#1,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#2,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#3,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#4,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#5,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#6,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#7,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#8,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#9,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#10,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#11,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#12,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_05_18_014#13,최근 1달간 생수 브랜드를 접촉한 채널,복수,"생수 브랜드 선택 시, 최근 1개월 동안 생수 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_002,최근 3개월 이내 우유 구매 여부,단수,최근 3개월 이내에 우유를 구매 하셨습니까?
J_06_01_003#1,구매한 우유 종류,복수,구매한 우유의 종류는 무엇인지 모두 골라주십시오.
J_06_01_003#2,구매한 우유 종류,복수,구매한 우유의 종류는 무엇인지 모두 골라주십시오.
J_06_01_003#3,구매한 우유 종류,복수,구매한 우유의 종류는 무엇인지 모두 골라주십시오.
J_06_01_003#4,구매한 우유 종류,복수,구매한 우유의 종류는 무엇인지 모두 골라주십시오.
J_06_01_005,우유 구매 빈도,단수,우유를 얼마나 자주 구매 하시나요?
J_06_01_011,우유 선택시 고려 사항 1순위,단수,"우유 브랜드 선택 시, 가장 크게 고려하는 요소는 무엇입니까? 순서대로 2가지만 말씀해 주십시오."
J_06_01_012,우유 선택시 고려 사항 2순위,단수,"우유 브랜드 선택 시, 가장 크게 고려하는 요소는 무엇입니까? 순서대로 2가지만 말씀해 주십시오."
J_06_01_013,우유 선택시 광고의 영향력,단수,"우유 선택 시, 광고의 영향력은 어느 정도입니까?"
J_06_01_014#1,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#2,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#3,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#4,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#5,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#6,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#7,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#8,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#9,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#10,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#11,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#12,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_014#13,우유 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"우유 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_01_016#1,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#2,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#3,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#4,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#5,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#6,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#7,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#8,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#9,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#10,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#11,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#12,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_01_016#13,최근 1달간 우유 브랜드를 접촉한 채널,복수,"우유 브랜드 선택 시, 최근 1개월 동안 우유 브랜드를 접할 수 있었던 채널을 모두 골라주십시오."
J_06_02_002,최근 3개월 이내 요구르트 구매 여부,단수,최근 3개월 이내에 요구르트를 구매 하셨습니까?
J_06_02_004,요구르트 구매 빈도,단수,요구르트를 얼마나 자주 구매 하시나요?
J_06_02_006,즐겨 구매하는 요구르트 형태,단수,어떤 형태의 요구르트를 가장 즐겨 구매 하시나요?
J_06_02_012,요구르트 선택시 고려 사항 1순위,단수,"요구르트 브랜드 선택 시, 가장 크게 고려하는 요소는 무엇입니까? 순서대로 2가지만 말씀해 주십시오."
J_06_02_013,요구르트 선택시 고려 사항 2순위,단수,"요구르트 브랜드 선택 시, 가장 크게 고려하는 요소는 무엇입니까? 순서대로 2가지만 말씀해 주십시오."
J_06_02_014,요구르트 선택시 광고의 영향력,단수,"요구르트 브랜드 선택 시, 광고의 영향력은 어느 정도입니까?"
J_06_02_015#1,요구르트 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"요구르트 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_02_015#2,요구르트 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"요구르트 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_02_015#3,요구르트 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"요구르트 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_02_015#4,요구르트 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"요구르트 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_02_015#5,요구르트 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"요구르트 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
J_06_02_015#6,요구르트 브랜드 선택시 영향을 미쳤던 정보 채널,복수,"요구르트 브랜드 선택 시, 영향을 미쳤던 정보채널을 모두 골라주십시오."
